"firms","years","scope1_intensity","scope2_intensity","scope3_intensity","scope_1","scope_2","scope_3","energy_cons","waste","waste_recycled","water_cons","waste_water","renewable_energy_pct","waste_recycled_pct","fuel_fleet","donations","donations_pct","contrib_political","legal_spending","fines_spending","employees","employee_turnover","female_pct","female_mgmt_pct","employee_parental_pct","employee_tenure","employee_under30_pct","employee_over50_pct","training_spending"
"T","2010",340.940044359071,2416.06552066514,719.585438980721,9.02884831558913,7.42954181390814,43.3226290438324,4411.60229151137,265630.074124783,0.778132435353473,3.80670066527091,2.19959115039092,0.409772947244346,0.667777652712539,6.6342202317901,3.16137137776241,0.0310839573387057,1.55077811400406,32.4344130046666,6.02795921522193,220.430085044354,0.0515159014379606,0.124994450667873,0.0502649006037973,0.0229851675964892,13.5985135554802,0.263886282546446,0.224767933902331,90.7319543138146
"A","2011",1279.81419277494,153.391207135282,3245.16466517234,9.57847680244595,19.010761854006,12.417807020247,8172.25459497422,75403.5995109007,0.496839980175719,2.05517130764201,2.8675068852026,0.257391985901631,0.569596684770659,4.5885038075503,38.0738491474185,0.0445773167768493,1.17402972374111,28.5963251814246,2.95093522407115,98.5031775664538,0.0439092303789221,0.269917629146948,0.171234945456963,0.0481389421224594,5.09958087932318,0.223323484370485,0.154288443585392,83.605449097231
"B","2011",1807.69200689695,1768.84442243609,2642.00418273686,13.3993986123241,12.5877372710966,38.0113490484655,9365.80913024954,242928.386654239,0.224634441221133,1.78086775820702,1.76137352664955,0.504265786428004,0.40152547461912,6.01270912587643,14.9367403751239,0.045785192027688,2.92490713484585,87.8505134396255,14.3021158010233,228.695935280994,0.0306148611148819,0.242976687895134,0.0735125154396519,0.0399368418287486,19.5282765722368,0.102642087452114,0.208156891481485,27.3069571470842
"C","2011",89.2732383520342,1272.2761892376,1722.55153849255,8.61951588466763,14.8633271956351,14.2260749824345,4841.78062574938,423943.570978008,0.510074069583789,1.16651325812563,1.58937657088973,0.557923792209476,0.250008447654545,5.02802731678821,20.802587876562,0.0473869474604726,2.35729907359928,93.1234398856759,5.31883020000532,221.996198054403,0.0650241737184115,0.21890103132464,0.188962235550862,0.0375270404759794,7.07710088696331,0.210606871871278,0.197174055257346,33.5864683659747
"D","2011",1505.03912524111,2250.79615967232,1357.54750552587,9.60691213048995,12.4477784871124,49.8858341388404,3274.57970171236,499969.624192454,0.625767117459327,3.5914690841455,2.39331605273765,0.259717927128077,0.75332711157389,5.29549874411896,35.1109367925674,0.0421091033145785,2.39071537053678,63.962682094425,6.53272763686255,188.044558046386,0.0991860260441899,0.178012419492006,0.0710072972020134,0.041401383029297,12.3571100574918,0.127593084191903,0.228072425397113,64.5457507739775
"E","2011",720.937325211475,632.329975513276,627.789715153631,9.62651954870671,16.0610988433473,46.5103175397962,3109.96747692116,105786.933377385,0.368426590971649,3.80737330601551,0.593857498141006,0.200436467584223,0.701909274980426,6.38630237220787,8.17752538411878,0.00754733978537843,2.22341271420009,53.5883524268866,2.05668659415096,190.623113261536,0.0876885688491166,0.160480395983905,0.113090026590507,0.0134569653216749,15.0748096848838,0.290933761000633,0.193989846587647,47.8269169665873
"F","2011",1984.04205510602,815.18175259931,3934.14863012731,13.616797355935,18.1378024735022,37.0754081290215,9923.21022273973,117611.603951082,0.696888532163575,3.93022718140855,2.96651291614398,0.491147076291963,0.30862090466544,5.56803358555771,35.8708236818202,0.0229667242150754,2.49643734085839,46.741889603436,5.27698787255213,137.413132619113,0.0393019090895541,0.127827478712425,0.129279092408251,0.0479155914206058,12.6146151288413,0.212583734141663,0.105818954913411,73.4419846232049
"G","2011",985.644702593563,1041.53730775695,1824.28516552318,2.32558961072937,8.35751069243997,33.3441772591323,1226.73061466776,292358.317447361,0.511714695673436,2.39560202765279,2.87637374142651,0.321342409052886,0.767132023954764,6.04404506227002,21.2651321794838,0.0321755219018087,1.74359898502007,77.6719803921878,10.4754273297731,165.503643024713,0.0762740292493254,0.212811939744279,0.148325721146539,0.0344199854880571,12.1602385106962,0.298365210462362,0.198637945810333,15.5350961047225
"H","2011",550.557749028783,912.03311670688,190.355562511832,12.6030042790808,6.49053696542978,49.3909166846424,9942.4305295106,384615.873661824,0.764385971101001,2.00738775753416,2.66536998050287,0.620245838933624,0.335712379543111,4.62420589476824,14.0827185462695,0.00672812765697017,0.844698302214965,72.7409919723868,7.50974858109839,222.530703088269,0.0969503827742301,0.184920793864876,0.109445733104367,0.0425370355416089,9.38535610795952,0.279549868078902,0.141263419971801,86.7320632655174
"I","2011",759.8587012426,2238.03933268297,487.647152610589,2.62358145602047,15.5117823462933,20.0797487422824,8918.33817004226,366650.329867844,0.240430405270308,2.66567265521735,2.13841817877255,0.578933492815122,0.722023696126416,5.16428271541372,16.4844610672444,0.0112106498330832,2.26951177301817,64.1501045972109,9.97209121333435,163.45936473459,0.0592764728493057,0.287159182270989,0.0344649995723739,0.026069896100089,14.7190437058453,0.189996928768232,0.248377693118528,71.6062014177442
"J","2011",602.995871634688,1277.09889641381,95.399308798369,6.15058087185025,13.8688494067173,38.3615748025477,6859.25425053574,221633.36861413,0.592919182684273,1.74363897647709,1.00540819414891,0.677724276366644,0.456566946674138,6.12468856596388,35.9146077306941,0.000467393267899752,0.782947826199234,38.5566271655262,2.19760897778906,171.274535013363,0.0498689555935562,0.276051653083414,0.152753181385342,0.0358805077895522,19.0241773065645,0.297313958220184,0.158778931980487,41.9675503205508
"K","2011",1039.87466192478,1715.40105295135,2588.8823986752,3.30204483354464,14.1941452224273,31.3090055994689,2103.18719525822,456652.91241603,0.265976861957461,2.48054791544564,0.99770260869991,0.414683900121599,0.423563753906637,6.79929686663672,30.0493181832135,0.0479639343451709,2.19715214986354,91.1867292039096,9.66824678564444,195.112886624411,0.0613391695264727,0.192121774703264,0.0682706837309524,0.0290434614382684,5.73638049769215,0.268607789091766,0.147790325724054,87.1025012875907
"L","2011",1324.50538717792,15.4969337757211,2323.83758220822,8.24547607637942,11.2020472274162,42.8731913678348,11993.1273243856,170603.783032857,0.301420810166746,2.84939219546504,2.89210174942855,0.522213926701806,0.406967229396105,6.37052573123947,34.9782239941414,0.0122320007183589,0.624354706495069,82.3893262818456,14.4264886621386,112.428944157436,0.0336186059727333,0.173320295382291,0.0699818956642412,0.0366979072336108,17.4429289263207,0.28175814608112,0.170333291136194,99.5122438319959
"M","2011",1344.09266079613,79.7010739496909,1537.9152393667,13.4418321205303,8.44560934579931,46.3383449427783,1548.32147737034,279271.406854969,0.454837734764442,1.50931372027844,2.28561796143185,0.537768059107475,0.681398579245433,5.43978016497567,16.0170263994951,0.00699323957087472,2.89607384311967,33.9979614876211,6.15714883850887,157.804134748876,0.046666019516997,0.161953326035291,0.127726971011143,0.0398659516498446,18.8905975001398,0.180679554538801,0.117251169413794,30.7599787600338
"N","2011",1105.67386623099,1539.54328380176,1993.81246533012,11.7439528550021,12.2169004415628,17.1726989839226,10295.8366847597,423277.705151122,0.783190091373399,1.20078546670265,1.95374525280204,0.344600451458245,0.423496631067246,5.91503982339054,18.5284611193929,0.0120948758791201,1.21719216473866,34.2759341746569,8.87837033881806,251.038610683754,0.0458353828429244,0.250061361584812,0.136879844979849,0.0236473997123539,18.0660805606749,0.105254617286846,0.107992285175715,78.1672786176205
"O","2011",167.055379528087,1582.32263748883,3900.3511427436,5.00850522890687,15.1721218798775,18.5123635549098,5332.96931488439,378126.727230847,0.782604429498315,2.49020570353605,2.28195186133962,0.573705663369037,0.331910059927031,5.899779205909,13.2831912012771,0.0461315942229703,2.05274193908554,82.6488959603012,9.29055061168037,170.545567357913,0.0465390118863434,0.281778314802796,0.185731988984626,0.0116247279383242,7.16746145975776,0.266509056603536,0.109697133337613,28.5774763068184
"P","2011",645.760455194162,1309.29282049532,69.8218091740273,2.84322468237951,8.48569503286853,35.7729234639555,5417.51717263833,349216.373078525,0.637508945353329,2.30299505102448,2.47729431849439,0.325196679495275,0.732124332711101,6.96215727739036,3.39564405498095,0.0372237802715972,1.51088168506976,36.3903107121587,9.30965164653026,205.435423385352,0.0350218980037607,0.243425834923983,0.122556213063654,0.0153512617945671,10.0084222957958,0.299295969726518,0.119244716269895,25.8943725028075
"Q","2011",872.249127383577,2199.91483775317,3915.84933820413,8.85743571724743,18.8272744358983,35.0970185454935,6801.78299522959,475123.830069788,0.682721416233107,1.86017946549691,0.558012240915559,0.509621946536936,0.589524822449312,6.32561055920087,34.1515158575494,0.0472239452297799,2.02581130329054,79.4823970273137,10.5112322871573,74.1011547390372,0.0314429209055379,0.265276529313996,0.047543975065928,0.0483032411243767,16.7136492452119,0.186150536267087,0.239294982445426,57.9009289527312
"R","2011",1005.22800052189,453.564221599372,1681.28406691831,8.07549943914637,10.7084047805984,24.8843232914805,5389.18056245893,325628.308777232,0.43522593039088,1.028122671647,0.682881409418769,0.340015968121588,0.457703415537253,4.67381883924827,33.1427597284783,0.035225759097375,1.74012376996689,28.617175295949,10.4198077940382,143.752474766225,0.0327823943877593,0.285096214339137,0.0651512177661061,0.0190658215153962,6.44670762703754,0.262518731178716,0.152847498527262,48.3184484275989
"S","2011",1532.7128510708,526.463512990158,3023.26673723292,5.57053716806695,12.1360322239343,16.2146514281631,7635.98069362342,376829.942350741,0.790889013744891,2.2550365398638,2.34421389480121,0.542934627085924,0.331808090861887,6.94653319264762,37.7994113764726,0.0336589784128591,0.875850467244163,79.5725413970649,3.22607893822715,227.366213891655,0.0340737413545139,0.266376366931945,0.0952474414207973,0.0225634137168527,15.4216035420541,0.28799186157994,0.232638874161057,61.0702192457393
"T","2011",669.175710779615,985.013950276189,3825.55313868215,9.07106697186828,18.7621550878976,14.5556044112891,6396.51953568682,244966.885412578,0.381264840532094,2.89050485286862,2.69173029472586,0.545314831938595,0.291662120306864,4.83714049146511,38.2293907674029,0.0230102807166986,1.49086717469618,26.6730193980038,2.07516980194487,136.189456805587,0.0709647636720911,0.232124427054077,0.0842794266226702,0.0466524801310152,6.47124248440377,0.101031275233254,0.230461949913297,96.0061082988977
"A","2012",1708.848589489,1274.43499200162,2112.86374800839,4.29783635819331,15.9232334955595,17.715841755271,2543.84684725665,221806.545334402,0.503216147981584,3.72445602947846,2.64609838381875,0.680002857279032,0.685229026991874,4.09616827266291,22.9375477901194,0.0052841515163891,1.4346754028229,27.416962813586,12.824563432252,32.015687553212,0.0988889773236588,0.161093556042761,0.113177296705544,0.0292721502576023,19.3905059120152,0.283719888795167,0.200037589285057,71.6306316480041
"B","2012",643.066089393105,45.1075166591909,2029.36826238874,10.3853642139584,19.1424093244132,12.6379405986518,3329.91693564691,465565.619408153,0.678645894909278,3.32087429775856,2.43575839628465,0.306636640499346,0.537649135710672,6.52758510154672,35.6787242731079,0.0172698109643534,2.63564081466757,80.6699769198895,11.5064389775507,125.494104344398,0.08056506839348,0.178533582296222,0.0691695445775986,0.0152959527261555,14.1207759582903,0.157687196368352,0.200896033807658,77.312411267776
"C","2012",1333.17699559312,1771.42062737723,3217.13725297013,9.51336218928918,15.8170205994975,39.1784710809588,9893.30708538182,411690.779926721,0.339880945160985,3.76284976862371,2.49239992070943,0.340525653026998,0.460379550606012,6.0016131058801,2.04774294164963,0.0284791144542396,0.635202874080278,43.9509055390954,9.50031631649472,66.9069976359606,0.0490470539429225,0.115775379957631,0.036822050025221,0.0321939789224416,18.0060909024905,0.276129082823172,0.215080753481016,20.0327827245928
"D","2012",919.225217594299,1245.60127231991,489.042833889835,8.27956594480202,9.01074720197357,32.5636354554445,2636.99441938661,106584.537681192,0.218083417136222,1.91749554593116,2.53006062132772,0.671823476487771,0.311179597815499,5.19351562252268,10.9925312420819,0.016861237748526,2.57511494809296,59.17814636603,10.7421476608142,113.795810779557,0.0626030506961979,0.205343791795895,0.18255807150621,0.0491713400837034,9.75781070068479,0.203262647241354,0.175217826210428,30.3334127063863
"E","2012",278.667435219279,1266.4106882771,1604.93038650602,3.03491271426901,18.4325123054441,21.285505015403,1367.91036627255,189607.2161966,0.655978109268472,2.09459723206237,2.88405035343021,0.532636123988777,0.651408412307501,5.91285626357421,28.2962816490326,0.00500463695498183,0.864408015157096,31.7682292312384,11.8734846592415,131.961948499084,0.0483591455849819,0.243156991666183,0.199895675093867,0.0462389375176281,18.4459106519353,0.159601904079318,0.222189925774001,73.9634366077371
"F","2012",932.655514091253,1852.96825500554,659.747022856027,13.4123093704693,17.0707018708345,14.4703708030283,6947.58192403242,188120.202976279,0.791363371070474,3.66602201061323,1.42566913051996,0.341908797668293,0.525575159257278,4.3456479748711,1.71689339773729,0.0343151126755402,1.12566616223194,91.1049446649849,10.450332401786,257.580656642094,0.0940974599565379,0.264405583869666,0.0728094092430547,0.0482323494553566,13.795658670133,0.25256585329771,0.19572711357614,77.3951181257144
"G","2012",225.220696102362,2188.95300444332,513.270513049792,6.1727385292761,10.9198700415436,21.2254823930562,2574.59105690941,266181.715670973,0.703676919173449,1.78766594338231,0.516125048859976,0.360291040432639,0.468781294161454,5.51127396570519,24.9661414991133,0.0486781043466181,2.17116557597183,47.5918727368116,14.1791543904692,90.6656249146909,0.071353241938632,0.28965197079815,0.161562751336023,0.0205453524552286,5.87019484722987,0.299641517736018,0.241875542548951,76.1839987477288
"H","2012",1577.26036770921,559.842961779796,1677.56333815632,4.06981424242258,14.9391526333056,45.2841904945672,5971.36245411821,193665.097525809,0.431813785713166,1.77689866162837,2.42506341729313,0.586718038120307,0.779633223079145,4.61707993666641,28.4855047427118,0.031499512353912,2.69040129915811,82.0829720050097,7.96934254863299,39.2868202086538,0.0375288091809489,0.230541764013469,0.173434210326523,0.0121955643966794,5.76109687914141,0.166321981931105,0.192899868753739,58.1475451425649
"I","2012",1245.47073939443,498.752406826243,1359.47438813746,5.94106938736513,13.4789528662805,47.7917400281876,4379.47583873756,278932.714997791,0.627741848863661,2.64760913560167,1.75973614223767,0.239137703017332,0.467049243161455,4.29450780362822,22.1690374675673,0.000283289339859039,2.31057221372612,39.6237540245056,11.2072884603404,284.051835183054,0.0721668644575402,0.248816647613421,0.032066881833598,0.0364776766486466,5.63536871573888,0.259463483281434,0.125843328470364,83.8262783829123
"J","2012",448.724465758074,792.461387177464,2617.91213077959,3.16479510627687,10.1112619123887,13.3934335038066,4799.04520814307,408510.452636983,0.234404626721516,1.85797632765025,2.94229472416919,0.513274269690737,0.22009860323742,6.26867953222245,28.1054615862668,0.0355798096279614,2.18863902101293,63.8172207213938,12.1980457964819,47.0263498835266,0.0763845702121034,0.279623473109677,0.0733731305669062,0.037031686315313,14.8154784797225,0.155753177963197,0.204840335494373,54.0723125613295
"K","2012",525.493500434794,221.912425747141,2603.47260959679,11.9615558600053,7.00680803274736,45.6059996504337,8341.74085827544,88705.649250187,0.208927995618433,1.45284528424963,1.77276150567923,0.634769069892354,0.493239406542853,4.23022704967298,30.2700534714386,0.0380782753927633,1.75316487858072,73.1846563518047,9.72970157396048,35.786031326279,0.0750852835713886,0.25233283736743,0.184502045768313,0.037850981708616,12.1780121547636,0.19820247516036,0.105568519397639,58.2380877388641
"L","2012",728.396670290735,1321.7329941655,1580.24528650567,13.7337855650112,12.7572203939781,13.8489835802466,3876.54064805247,85736.6202049889,0.243874534033239,2.05020813411102,0.721400816808455,0.444447414530441,0.418418508954346,4.86103579984047,17.8074182535056,0.0470713528688066,0.556820357567631,92.9639838263392,7.70827483013272,157.746325619519,0.0981572914635763,0.263590001873672,0.196410147063434,0.036081170309335,5.52100812434219,0.292347098374739,0.122068444429897,19.7808674955741
"M","2012",726.453026627423,2026.22590806684,731.337447068654,8.73926022415981,5.40724510676228,15.8525458350778,2918.14015619457,459715.941362083,0.665652436949313,1.02249273029156,1.24354607495479,0.661178827448748,0.242889139195904,5.05576363019645,15.3168135876767,0.0307376936892979,2.38087270595133,84.1317910887301,4.54973976127803,285.996651239693,0.0746307199285366,0.265016589779407,0.186201118738391,0.0126970209926367,7.85349407582544,0.156931289704517,0.108263357775286,64.7200252092443
"N","2012",492.89443009044,1186.88511504908,1161.79727301933,4.38271590787917,13.5518641362432,33.0716180894524,1398.91577349044,270590.173557866,0.358619051380083,3.0932358095888,0.518221228965558,0.471708640269935,0.572761202324182,5.63585672737099,24.1719453358091,0.0227133926819079,2.6013027720619,80.0826246477664,6.93234050669707,22.9088473599404,0.0307192135741934,0.191795836528763,0.159204948048573,0.0273988322541118,8.17815507063642,0.183938340703025,0.180880254495423,21.9931598822586
"O","2012",714.70881871786,870.760150825372,354.276599804871,2.90361328329891,12.8574032406323,46.6947425715625,1811.35370535776,399295.03708845,0.798491222783923,3.08437565038912,1.42179990897421,0.632217725669034,0.445654960162938,6.4374834492337,36.4550771513022,0.0229742847732268,2.25800499098841,93.5223542153835,9.72669444372877,113.015362434089,0.0567616087477654,0.265232026390731,0.165520451490302,0.0295674287807196,15.8426890498959,0.287889609392732,0.126814086199738,30.9631966194138
"P","2012",399.487171909772,301.591724155005,1364.20976144727,10.7566212802194,8.97266356390901,23.1076291389763,5971.3002697099,305667.776055634,0.459838766697794,2.76397604378872,1.19702467240859,0.473561660433188,0.713155204616487,6.86535141291097,6.45717242453247,0.0162371782469563,1.28426512540318,53.0948500148952,11.9400264786091,280.620788345113,0.059446618068032,0.124986667279154,0.18487539002439,0.0252160597685724,9.63376172934659,0.194622329017147,0.226681425515562,29.1666450793855
"Q","2012",469.523201709846,271.956173629733,2646.9582929858,5.97088002134115,13.9408140245359,46.9498792476952,2328.92804313451,329171.32122675,0.298827539430931,3.89387287246063,1.73098203795962,0.358278622315265,0.773352156626061,6.30965263722464,4.33259899378754,0.0432049444643781,2.67099199711811,38.5960240475833,7.78882118547335,228.229389991611,0.0733021873584948,0.192749350937083,0.0869934782502241,0.0335780065041035,18.4222154796589,0.287529368372634,0.114636767131742,62.6986740645953
"R","2012",139.193830510136,1691.42508933786,3092.08584149601,9.39714756514877,10.5336118547712,39.0899297874421,7687.20854981802,394883.701379877,0.563753533363342,2.50103100063279,2.14571818371769,0.229673903249204,0.789864611206576,5.55562891857699,36.7632254259661,0.035669398563914,2.03420258022379,34.3146668002009,5.15897876722738,115.661129374057,0.0651341681554914,0.254447149997577,0.120753875686787,0.0145918625686318,12.1807103173342,0.173696433473378,0.118992555583827,41.8694724352099
"S","2012",166.181732615223,878.288392700488,1375.71727141039,5.18619770137593,6.16148389526643,31.2555998563766,9703.62933212891,245380.153891165,0.429089966695756,3.65420142747462,2.05460283975117,0.485630381782539,0.255864261183888,6.42018457571976,18.77282647416,0.0286783800227568,2.41390760417562,28.4777976199985,8.75439543509856,68.7538434565067,0.0993489396292716,0.170304790185764,0.121597451400012,0.0301731059513986,8.49317933199927,0.117701719189063,0.143375893391203,66.6381096513942
